CustomerID,Name,City,Age,Income,SignupDate,PurchaseAmount
CUST1352,Vikram Rao,Bangalore,18.0,37248.0,2023-05-24,15132.0
CUST1353,Anjali Nair,Delhi,18.0,,2024-12-06,26889.0
CUST1354,Priya Singh,delhi,52.0,24181.0,2024-12-31,43463.0
CUST1355,Rahul Verma,MUMBAI,53.0,25743.0,2023-02-07,10203.0
CUST1356,Rahul Verma,Kolkata,49.0,103111.0,2024-08-14,34937.0
CUST1357,Rahul Verma,Chennai,,141418.0,2025-05-12,6727.0
CUST1358,Karan Mehta,Delhi,150.0,120897.0,2023-01-15,6112.0
CUST1359,Priya Singh,MUMBAI,32.0,104222.0,2024-03-01,23610.0
CUST1360,Karan Mehta,Bangalore,28.0,108924.0,2025-05-03,42512.0
CUST1361,Anjali Nair,Kolkata,60.0,140460.0,2024-10-12,5131.0
CUST1362,Priya Singh,delhi,41.0,66284.0,2024-05-26,30613.0
CUST1363,Anjali Nair,MUMBAI,34.0,44349.0,2025-01-24,27288.0
CUST1364,Amit Sharma,Mumbai,150.0,49820.0,2024-01-17,8990.0
CUST1365,Priya Singh,delhi,65.0,59547.0,2023-12-31,7328.0
CUST1366,Priya Singh,Delhi,33.0,18914.0,2024-04-06,14464.0
CUST1367,Vikram Rao,MUMBAI,45.0,74343.0,2023-12-14,4000.0
CUST1368,Karan Mehta,Delhi,59.0,106668.0,2024-10-27,3601.0
CUST1369,Pooja Iyer,Chennai,37.0,43792.0,2024-08-17,12554.0
CUST1370,Amit Sharma,Delhi,22.0,18624.0,2024-03-26,20295.0
CUST1371,Sneha Gupta,Bangalore,69.0,80971.0,2024-09-06,29391.0
CUST1372,Sneha Gupta,Bangalore,61.0,61901.0,2024-11-21,49484.0
CUST1373,Karan Mehta,Mumbai,61.0,64515.0,2025-04-11,20548.0
CUST1374,Sneha Gupta,Bangalore,63.0,57903.0,2023-02-04,
CUST1375,Pooja Iyer,delhi,34.0,127803.0,2023-06-09,33767.0
CUST1376,Rahul Verma,Bangalore,29.0,41289.0,2023-12-28,4114.0
CUST1377,Rahul Verma,Delhi,29.0,40365.0,2024-05-23,41467.0
CUST1378,Pooja Iyer,Kolkata,41.0,116124.0,2024-04-25,25709.0
CUST1379,Sneha Gupta,Bangalore,51.0,143785.0,2023-06-26,42674.0
CUST1380,Pooja Iyer,Delhi,60.0,,2024-01-21,20514.0
CUST1381,Sneha Gupta,,18.0,73872.0,2024-04-25,38397.0
CUST1382,Sneha Gupta,Bangalore,48.0,89605.0,2023-03-25,46005.0
CUST1383,Rahul Verma,,20.0,80213.0,2023-01-02,11250.0
CUST1384,Karan Mehta,,45.0,147333.0,2025-01-20,
CUST1385,Sneha Gupta,Bangalore,61.0,34521.0,2024-02-01,-100.0
CUST1386,Anjali Nair,Kolkata,23.0,75916.0,2023-09-23,22827.0
CUST1387,Priya Singh,Delhi,25.0,78790.0,2023-04-02,38687.0
CUST1388,Priya Singh,Bangalore,56.0,65686.0,2025-04-10,26893.0
CUST1389,Rahul Verma,delhi,150.0,68055.0,2024-09-27,32434.0
CUST1390,Anjali Nair,Delhi,-5.0,35227.0,2023-07-07,13909.0
CUST1391,Pooja Iyer,Kolkata,31.0,91749.0,2025-02-19,
CUST1392,Sneha Gupta,delhi,25.0,132872.0,2023-06-22,43128.0
CUST1393,Sneha Gupta,Bangalore,68.0,32628.0,2024-12-02,11983.0
CUST1394,Rahul Verma,Mumbai,43.0,118414.0,2023-04-18,19923.0
CUST1395,Karan Mehta,Chennai,24.0,106494.0,2025-02-24,-100.0
CUST1396,Priya Singh,Kolkata,55.0,72975.0,2024-06-07,33085.0
CUST1397,Amit Sharma,Mumbai,20.0,82582.0,2025-02-06,42651.0
CUST1398,Pooja Iyer,Chennai,40.0,111720.0,2024-08-09,
CUST1399,Anjali Nair,Bangalore,41.0,57684.0,2024-08-27,14596.0
CUST1400,Sneha Gupta,Bangalore,55.0,70448.0,2023-11-03,2731.0
CUST1401,Anjali Nair,,57.0,143400.0,2025-06-14,31859.0
CUST1402,Pooja Iyer,,43.0,52591.0,2023-02-25,15871.0
CUST1403,Pooja Iyer,Mumbai,57.0,,2024-01-19,22378.0
CUST1404,Amit Sharma,,,64800.0,2023-05-22,17033.0
CUST1405,Vikram Rao,,52.0,66517.0,2025-04-25,17889.0
CUST1406,Anjali Nair,MUMBAI,63.0,119521.0,2023-12-28,47115.0
CUST1407,Pooja Iyer,Mumbai,67.0,63130.0,2023-12-22,40489.0
CUST1408,Vikram Rao,delhi,33.0,26486.0,2024-05-18,28293.0
CUST1409,Vikram Rao,,,111054.0,2024-03-24,-100.0
CUST1410,Amit Sharma,MUMBAI,27.0,96621.0,2023-09-17,37511.0
CUST1411,Anjali Nair,delhi,68.0,,2024-02-05,7887.0
CUST1412,Amit Sharma,delhi,27.0,32004.0,2025-05-16,1830.0
CUST1413,Rahul Verma,Bangalore,43.0,18825.0,2024-04-03,36383.0
CUST1414,Anjali Nair,Delhi,55.0,33079.0,2024-05-07,29851.0
CUST1415,Anjali Nair,MUMBAI,50.0,,2023-10-12,33246.0
CUST1416,Vikram Rao,Bangalore,33.0,58346.0,2023-05-22,14745.0
CUST1417,Priya Singh,Mumbai,36.0,149711.0,2023-01-19,32931.0
CUST1418,Sneha Gupta,MUMBAI,43.0,107362.0,2023-08-04,43373.0
CUST1419,Amit Sharma,Bangalore,50.0,,2023-04-14,12265.0
CUST1420,Sneha Gupta,Bangalore,34.0,148043.0,2023-09-10,4498.0
CUST1421,Sneha Gupta,Kolkata,28.0,107855.0,2025-01-27,23011.0
CUST1422,Priya Singh,delhi,65.0,101264.0,2023-12-23,12007.0
CUST1423,Anjali Nair,MUMBAI,37.0,81006.0,2023-12-11,14734.0
CUST1424,Sneha Gupta,Chennai,51.0,131762.0,2023-07-11,1224.0
CUST1425,Anjali Nair,Delhi,56.0,96428.0,2024-01-30,21756.0
CUST1426,Priya Singh,Chennai,48.0,65018.0,2024-03-07,672.0
CUST1427,Vikram Rao,,59.0,46605.0,2025-04-06,10109.0
CUST1428,Sneha Gupta,Kolkata,150.0,67985.0,2023-11-05,46353.0
CUST1429,Sneha Gupta,Kolkata,40.0,113543.0,2024-02-14,41996.0
CUST1430,Anjali Nair,,64.0,35876.0,2024-10-17,11094.0
CUST1431,Amit Sharma,MUMBAI,53.0,103083.0,2023-03-13,47233.0
CUST1432,Anjali Nair,Bangalore,19.0,117718.0,2025-03-22,18807.0
CUST1433,Anjali Nair,delhi,,67396.0,2025-04-10,31785.0
CUST1434,Anjali Nair,Mumbai,44.0,105552.0,2023-12-25,31097.0
CUST1435,Karan Mehta,delhi,,53902.0,2025-04-25,27237.0
CUST1436,Pooja Iyer,delhi,26.0,137247.0,2023-05-18,45766.0
CUST1437,Vikram Rao,Mumbai,32.0,74761.0,2024-08-08,
CUST1438,Priya Singh,Bangalore,53.0,92636.0,2024-09-15,
CUST1439,Vikram Rao,delhi,38.0,60439.0,2023-02-11,25628.0
CUST1440,Pooja Iyer,Kolkata,52.0,52494.0,2024-05-03,11189.0
CUST1441,Sneha Gupta,delhi,68.0,30274.0,2025-03-21,-100.0
CUST1442,Vikram Rao,Bangalore,40.0,62432.0,2024-07-22,44517.0
CUST1443,Anjali Nair,MUMBAI,,90516.0,2025-05-09,37873.0
CUST1444,Pooja Iyer,Chennai,58.0,136320.0,2023-10-09,36698.0
CUST1445,Anjali Nair,MUMBAI,50.0,132748.0,2023-10-31,3355.0
CUST1446,Rahul Verma,MUMBAI,32.0,57427.0,2023-08-27,34250.0
CUST1447,Pooja Iyer,Kolkata,24.0,31732.0,2023-01-03,16528.0
CUST1448,Vikram Rao,Chennai,44.0,98633.0,2024-01-09,42924.0
CUST1449,Amit Sharma,Mumbai,45.0,134712.0,2025-06-01,7853.0
CUST1450,Priya Singh,Chennai,46.0,18435.0,2025-01-09,8927.0
CUST1451,Vikram Rao,Bangalore,,145123.0,2023-08-19,3619.0
CUST1452,Priya Singh,Kolkata,28.0,114973.0,2023-01-12,44816.0
CUST1453,Amit Sharma,Mumbai,18.0,63241.0,2025-02-24,33612.0
CUST1454,Sneha Gupta,Bangalore,67.0,125143.0,2023-12-01,28026.0
CUST1455,Priya Singh,Bangalore,53.0,81488.0,2024-02-12,8846.0
CUST1456,Vikram Rao,Bangalore,18.0,69412.0,2025-01-20,43933.0
CUST1457,Vikram Rao,Delhi,31.0,91296.0,2024-01-31,46419.0
CUST1458,Priya Singh,MUMBAI,38.0,30237.0,2025-02-15,48297.0
CUST1459,Sneha Gupta,Chennai,21.0,41957.0,2023-03-15,16889.0
CUST1460,Pooja Iyer,MUMBAI,31.0,117268.0,2023-12-07,3672.0
CUST1461,Rahul Verma,MUMBAI,-5.0,57081.0,2024-03-18,39078.0
CUST1462,Anjali Nair,MUMBAI,31.0,137334.0,2024-03-11,16603.0
CUST1463,Vikram Rao,Bangalore,42.0,93342.0,2025-06-09,41166.0
CUST1464,Karan Mehta,Chennai,41.0,16790.0,2023-05-03,37141.0
CUST1465,Vikram Rao,Kolkata,68.0,38821.0,2025-03-10,41297.0
CUST1466,Priya Singh,Chennai,37.0,91075.0,2024-04-26,18035.0
CUST1467,Anjali Nair,Chennai,48.0,25100.0,2023-04-09,43383.0
CUST1468,Priya Singh,Kolkata,38.0,82985.0,2023-06-04,36255.0
CUST1469,Anjali Nair,Delhi,68.0,55997.0,2024-01-24,16964.0
CUST1470,Rahul Verma,MUMBAI,33.0,124034.0,2024-05-07,-100.0
CUST1471,Anjali Nair,Delhi,-5.0,141207.0,2023-03-15,14405.0
CUST1472,Pooja Iyer,MUMBAI,57.0,116671.0,2025-02-14,15058.0
CUST1473,Vikram Rao,Delhi,58.0,,2024-11-14,
CUST1474,Rahul Verma,,51.0,18672.0,2025-01-27,21139.0
CUST1475,Priya Singh,Delhi,50.0,137559.0,2023-05-06,16264.0
CUST1476,Rahul Verma,,19.0,71138.0,2025-03-09,18881.0
CUST1477,Rahul Verma,Delhi,43.0,140919.0,2023-02-23,37410.0
CUST1478,Rahul Verma,Bangalore,45.0,103450.0,2023-11-11,17281.0
CUST1479,Amit Sharma,MUMBAI,24.0,67822.0,2024-01-13,
CUST1480,Vikram Rao,Delhi,38.0,,2023-02-15,17582.0
CUST1481,Sneha Gupta,Delhi,55.0,149560.0,2023-11-29,23964.0
CUST1482,Vikram Rao,Bangalore,36.0,23906.0,2025-04-24,38564.0
CUST1483,Anjali Nair,MUMBAI,39.0,34079.0,2023-12-08,44759.0
CUST1484,Anjali Nair,Delhi,43.0,110145.0,2023-07-11,6669.0
CUST1485,Priya Singh,,60.0,112733.0,2024-01-01,29112.0
CUST1486,Vikram Rao,Bangalore,67.0,98598.0,2024-06-03,35298.0
CUST1487,Amit Sharma,delhi,46.0,19039.0,2023-11-05,5533.0
CUST1488,Sneha Gupta,,52.0,,2023-10-20,-100.0
CUST1489,Anjali Nair,Delhi,53.0,39680.0,2024-10-05,38233.0
CUST1490,Vikram Rao,Mumbai,-5.0,135784.0,2024-02-06,31711.0
CUST1491,Rahul Verma,MUMBAI,32.0,64851.0,2024-12-11,31376.0
CUST1492,Pooja Iyer,delhi,53.0,,2023-04-05,24698.0
CUST1493,Anjali Nair,Kolkata,22.0,26636.0,2025-01-07,31773.0
CUST1494,Priya Singh,Chennai,19.0,45463.0,2025-02-11,-100.0
CUST1495,Sneha Gupta,Chennai,37.0,142752.0,2023-05-18,
CUST1496,Rahul Verma,Chennai,56.0,72232.0,2023-10-28,32691.0
CUST1497,Priya Singh,,33.0,143389.0,2024-05-31,1367.0
CUST1498,Karan Mehta,,69.0,143498.0,2023-09-07,17137.0
CUST1499,Vikram Rao,delhi,62.0,81632.0,2024-03-17,40602.0
CUST1500,Pooja Iyer,Bangalore,32.0,148252.0,2023-10-30,28160.0
CUST1501,Vikram Rao,MUMBAI,26.0,119459.0,2023-01-15,20523.0
CUST1502,Rahul Verma,Bangalore,62.0,126029.0,2024-04-14,1027.0
CUST1503,Priya Singh,MUMBAI,30.0,117460.0,2024-10-05,49603.0
CUST1504,Rahul Verma,MUMBAI,40.0,32999.0,2023-04-28,37501.0
CUST1505,Pooja Iyer,MUMBAI,49.0,144488.0,2023-03-07,19662.0
CUST1506,Pooja Iyer,MUMBAI,67.0,93604.0,2025-04-30,4825.0
CUST1507,Pooja Iyer,Mumbai,66.0,32960.0,2024-08-07,44659.0
CUST1508,Karan Mehta,Kolkata,49.0,37718.0,2023-03-23,36511.0
CUST1509,Pooja Iyer,Chennai,150.0,44250.0,2024-12-29,
CUST1510,Amit Sharma,Chennai,54.0,145808.0,2025-05-02,25224.0
CUST1511,Amit Sharma,Bangalore,62.0,85159.0,2024-11-19,4731.0
CUST1512,Anjali Nair,Chennai,25.0,111659.0,2024-05-10,39372.0
CUST1513,Pooja Iyer,Mumbai,40.0,30249.0,2025-01-21,
CUST1514,Karan Mehta,Kolkata,27.0,70377.0,2023-06-12,8625.0
CUST1515,Priya Singh,MUMBAI,,86822.0,2023-03-28,46903.0
CUST1516,Amit Sharma,Chennai,19.0,60649.0,2023-12-01,20791.0
CUST1517,Karan Mehta,Kolkata,50.0,93804.0,2023-08-01,22333.0
CUST1518,Pooja Iyer,MUMBAI,68.0,27185.0,2023-12-28,28236.0
CUST1519,Pooja Iyer,,68.0,74455.0,2025-06-18,3716.0
CUST1520,Priya Singh,delhi,-5.0,92566.0,2025-03-03,39013.0
CUST1521,Amit Sharma,Kolkata,49.0,51169.0,2025-01-04,47192.0
CUST1522,Priya Singh,Kolkata,,68237.0,2024-06-28,48562.0
CUST1523,Pooja Iyer,Mumbai,22.0,95360.0,2023-09-08,6321.0
CUST1524,Rahul Verma,,150.0,67524.0,2024-06-24,34239.0
CUST1525,Sneha Gupta,Kolkata,50.0,148964.0,2023-09-27,46942.0
CUST1526,Sneha Gupta,delhi,40.0,,2023-05-02,19126.0
CUST1527,Karan Mehta,MUMBAI,40.0,44147.0,2023-05-18,7402.0
CUST1528,Vikram Rao,Mumbai,66.0,,2024-12-05,32596.0
CUST1529,Rahul Verma,Delhi,69.0,74393.0,2023-06-26,7574.0
CUST1530,Anjali Nair,delhi,43.0,98289.0,2024-07-09,42259.0
CUST1531,Anjali Nair,Delhi,25.0,,2024-03-22,35126.0
CUST1532,Priya Singh,delhi,41.0,122411.0,2023-10-17,4114.0
CUST1533,Amit Sharma,Bangalore,62.0,68403.0,2024-05-14,37104.0
CUST1534,Amit Sharma,,64.0,57621.0,2023-03-26,42771.0
CUST1535,Sneha Gupta,Kolkata,40.0,92080.0,2024-10-11,7902.0
CUST1536,Sneha Gupta,Kolkata,62.0,24696.0,2024-04-25,38703.0
CUST1537,Karan Mehta,Delhi,,122264.0,2024-01-08,23472.0
CUST1538,Sneha Gupta,Bangalore,,135501.0,2023-11-23,-100.0
CUST1539,Pooja Iyer,Delhi,42.0,34400.0,2024-05-17,32932.0
CUST1540,Vikram Rao,delhi,41.0,32673.0,2025-04-22,1057.0
CUST1541,Karan Mehta,Kolkata,64.0,93197.0,2023-10-11,16720.0
CUST1542,Anjali Nair,MUMBAI,31.0,117181.0,2023-07-08,46115.0
CUST1543,Vikram Rao,Mumbai,35.0,,2023-05-26,19881.0
CUST1544,Anjali Nair,Delhi,22.0,59207.0,2025-03-01,43697.0
CUST1545,Pooja Iyer,Bangalore,35.0,82507.0,2023-07-09,9459.0
CUST1546,Pooja Iyer,MUMBAI,60.0,23084.0,2023-09-05,11045.0
CUST1547,Pooja Iyer,Delhi,55.0,88197.0,2025-01-10,
CUST1548,Karan Mehta,Chennai,21.0,144816.0,2023-04-06,
CUST1549,Priya Singh,Mumbai,20.0,132634.0,2024-02-18,
CUST1550,Priya Singh,Chennai,63.0,110569.0,2024-04-14,19660.0
CUST1551,Pooja Iyer,Kolkata,62.0,108090.0,2024-06-19,31416.0
CUST1552,Rahul Verma,Mumbai,22.0,79071.0,2024-06-17,26004.0
CUST1553,Sneha Gupta,,53.0,49279.0,2024-12-19,38020.0
CUST1554,Amit Sharma,delhi,64.0,112935.0,2024-03-23,5872.0
CUST1555,Amit Sharma,,33.0,111119.0,2024-07-07,26145.0
CUST1556,Sneha Gupta,delhi,,16216.0,2025-02-03,7787.0
CUST1557,Karan Mehta,Chennai,58.0,116376.0,2023-03-21,2261.0
CUST1558,Priya Singh,Kolkata,63.0,52789.0,2024-10-07,18136.0
CUST1559,Anjali Nair,Bangalore,42.0,91944.0,2024-03-26,
CUST1560,Priya Singh,Chennai,38.0,51891.0,2023-01-09,32643.0
CUST1561,Karan Mehta,Bangalore,18.0,110614.0,2023-06-26,14291.0
CUST1562,Sneha Gupta,Delhi,150.0,39856.0,2024-01-12,16303.0
CUST1563,Rahul Verma,Mumbai,19.0,27121.0,2024-08-26,
CUST1564,Rahul Verma,Delhi,67.0,48884.0,2025-06-08,25287.0
CUST1565,Vikram Rao,Kolkata,44.0,15169.0,2024-12-24,2399.0
CUST1566,Vikram Rao,Chennai,24.0,85842.0,2024-11-20,7688.0
CUST1567,Karan Mehta,Mumbai,23.0,27716.0,2023-08-18,28134.0
CUST1568,Amit Sharma,Kolkata,34.0,123945.0,2024-01-25,31027.0
CUST1569,Amit Sharma,MUMBAI,18.0,95280.0,2023-03-07,7667.0
CUST1570,Sneha Gupta,Delhi,66.0,146492.0,2023-07-07,16604.0
CUST1571,Amit Sharma,Delhi,55.0,,2023-05-15,12460.0
CUST1572,Priya Singh,Mumbai,34.0,130805.0,2023-01-29,8391.0
CUST1573,Sneha Gupta,Chennai,28.0,36445.0,2023-11-23,15096.0
CUST1574,Anjali Nair,MUMBAI,27.0,60541.0,2024-08-02,
CUST1575,Rahul Verma,delhi,19.0,149687.0,2024-07-22,13336.0
CUST1576,Karan Mehta,Mumbai,37.0,94082.0,2023-02-23,24023.0
CUST1577,Sneha Gupta,Bangalore,64.0,75506.0,2025-06-05,11268.0
CUST1578,Karan Mehta,delhi,36.0,53372.0,2024-02-26,47233.0
CUST1579,Vikram Rao,delhi,41.0,111565.0,2025-03-16,22018.0
CUST1580,Amit Sharma,delhi,18.0,44181.0,2024-05-19,36779.0
CUST1581,Vikram Rao,Chennai,64.0,23760.0,2023-09-07,24489.0
CUST1582,Pooja Iyer,Bangalore,43.0,89416.0,2023-02-09,39108.0
CUST1583,Karan Mehta,Mumbai,-5.0,101292.0,2023-10-26,-100.0
CUST1584,Anjali Nair,delhi,51.0,139469.0,2025-05-07,
CUST1585,Anjali Nair,Kolkata,23.0,140367.0,2023-05-19,41806.0
CUST1586,Sneha Gupta,MUMBAI,59.0,117252.0,2024-06-10,-100.0
CUST1587,Karan Mehta,Bangalore,37.0,79252.0,2025-05-24,15452.0
CUST1588,Anjali Nair,MUMBAI,,21309.0,2024-09-20,18222.0
CUST1589,Amit Sharma,delhi,59.0,99504.0,2023-07-26,42458.0
CUST1590,Pooja Iyer,,50.0,124252.0,2023-02-08,40468.0
CUST1591,Rahul Verma,Chennai,20.0,63171.0,2024-07-23,39934.0
CUST1592,Anjali Nair,Mumbai,21.0,18323.0,2023-10-06,36158.0
CUST1593,Vikram Rao,Chennai,35.0,25658.0,2025-01-01,30796.0
CUST1594,Pooja Iyer,MUMBAI,50.0,,2024-12-26,45087.0
CUST1595,Rahul Verma,Delhi,28.0,,2023-03-11,12049.0
CUST1596,Sneha Gupta,Bangalore,53.0,81345.0,2023-12-22,
CUST1597,Anjali Nair,MUMBAI,54.0,,2025-06-17,16671.0
CUST1598,Rahul Verma,Mumbai,67.0,17848.0,2023-03-28,47072.0
CUST1599,Rahul Verma,Delhi,18.0,76191.0,2023-11-11,25092.0
CUST1600,Anjali Nair,Delhi,61.0,92171.0,2024-10-07,3128.0
CUST1601,Amit Sharma,,28.0,105144.0,2025-06-12,41708.0
CUST1602,Priya Singh,Bangalore,46.0,134503.0,2025-02-16,48877.0
CUST1603,Anjali Nair,Bangalore,54.0,41543.0,2023-12-31,
CUST1604,Vikram Rao,delhi,54.0,119124.0,2024-06-19,45640.0
CUST1605,Karan Mehta,Mumbai,34.0,55263.0,2024-03-03,8590.0
CUST1606,Amit Sharma,Bangalore,58.0,40480.0,2023-04-05,31407.0
CUST1607,Anjali Nair,Kolkata,47.0,107566.0,2023-11-13,40622.0
CUST1608,Sneha Gupta,Kolkata,18.0,45891.0,2024-09-16,23327.0
CUST1609,Priya Singh,MUMBAI,56.0,81760.0,2025-04-19,32747.0
CUST1610,Karan Mehta,MUMBAI,61.0,69366.0,2023-02-25,11113.0
CUST1611,Sneha Gupta,Delhi,24.0,94263.0,2023-09-06,41878.0
CUST1612,Karan Mehta,,62.0,93030.0,2025-01-22,15206.0
CUST1613,Amit Sharma,Mumbai,22.0,60986.0,2023-03-17,4571.0
CUST1614,Amit Sharma,MUMBAI,24.0,84946.0,2025-04-20,21833.0
CUST1615,Rahul Verma,delhi,67.0,17233.0,2023-10-29,40607.0
CUST1616,Pooja Iyer,Bangalore,49.0,86265.0,2023-04-02,12486.0
CUST1617,Karan Mehta,delhi,36.0,94739.0,2025-04-18,22232.0
CUST1618,Karan Mehta,MUMBAI,42.0,149295.0,2024-07-06,33700.0
CUST1619,Pooja Iyer,Bangalore,39.0,148471.0,2024-06-03,
CUST1620,Vikram Rao,delhi,68.0,124176.0,2023-06-20,27777.0
CUST1621,Rahul Verma,MUMBAI,59.0,128768.0,2024-04-26,40221.0
CUST1622,Sneha Gupta,Kolkata,63.0,53477.0,2023-07-08,41039.0
CUST1623,Pooja Iyer,,39.0,,2023-07-25,-100.0
CUST1624,Vikram Rao,Kolkata,41.0,82555.0,2024-01-06,
CUST1625,Amit Sharma,Bangalore,29.0,105168.0,2025-02-04,39481.0
CUST1626,Amit Sharma,MUMBAI,53.0,106587.0,2024-05-26,25097.0
CUST1627,Vikram Rao,Mumbai,43.0,42472.0,2023-12-21,-100.0
CUST1628,Pooja Iyer,Kolkata,28.0,,2023-02-08,
CUST1629,Anjali Nair,,35.0,61335.0,2023-10-25,44546.0
CUST1630,Pooja Iyer,Kolkata,59.0,62351.0,2024-01-15,
CUST1631,Rahul Verma,MUMBAI,67.0,35800.0,2024-04-19,4263.0
CUST1632,Rahul Verma,delhi,33.0,40329.0,2023-10-16,39133.0
CUST1633,Amit Sharma,Chennai,49.0,115085.0,2023-03-11,4507.0
CUST1634,Vikram Rao,delhi,43.0,56079.0,2025-03-09,46654.0
CUST1635,Pooja Iyer,,47.0,44557.0,2023-06-02,36939.0
CUST1636,Vikram Rao,Bangalore,-5.0,137337.0,2024-11-15,31590.0
CUST1637,Karan Mehta,,30.0,77128.0,2024-10-25,49936.0
CUST1638,Anjali Nair,Mumbai,42.0,17791.0,2024-12-31,7866.0
CUST1639,Rahul Verma,Kolkata,150.0,24359.0,2023-12-20,47193.0
CUST1640,Sneha Gupta,Bangalore,39.0,,2023-10-15,35821.0
CUST1641,Karan Mehta,,48.0,69222.0,2024-04-08,18667.0
CUST1642,Rahul Verma,Delhi,50.0,113900.0,2023-03-24,3303.0
CUST1643,Rahul Verma,Delhi,,130734.0,2023-08-15,33758.0
CUST1644,Vikram Rao,Mumbai,44.0,65272.0,2023-09-12,8957.0
CUST1645,Pooja Iyer,,35.0,35874.0,2023-02-21,15967.0
CUST1646,Rahul Verma,Mumbai,33.0,,2024-09-04,46016.0
CUST1647,Rahul Verma,Bangalore,20.0,73864.0,2024-01-23,
CUST1648,Sneha Gupta,Bangalore,42.0,85644.0,2023-03-27,
CUST1649,Amit Sharma,MUMBAI,23.0,54099.0,2023-02-26,33642.0
CUST1650,Pooja Iyer,MUMBAI,68.0,61924.0,2023-08-11,-100.0
CUST1651,Karan Mehta,Chennai,41.0,44298.0,2024-02-28,-100.0
CUST1652,Sneha Gupta,MUMBAI,18.0,124000.0,2024-11-28,45029.0
CUST1653,Karan Mehta,Bangalore,18.0,35397.0,2024-10-21,
CUST1654,Pooja Iyer,Bangalore,42.0,33938.0,2025-06-05,39700.0
CUST1655,Sneha Gupta,Mumbai,45.0,139451.0,2024-01-15,37976.0
CUST1656,Sneha Gupta,Kolkata,69.0,33625.0,2023-03-04,40672.0
CUST1657,Pooja Iyer,Bangalore,55.0,34627.0,2024-05-19,24558.0
CUST1658,Anjali Nair,Kolkata,55.0,54607.0,2023-01-12,7457.0
CUST1659,Pooja Iyer,Delhi,33.0,87265.0,2024-05-11,31164.0
CUST1660,Karan Mehta,Mumbai,19.0,29263.0,2024-02-21,45021.0
CUST1661,Karan Mehta,delhi,28.0,57124.0,2023-07-21,-100.0
CUST1662,Rahul Verma,Chennai,64.0,64712.0,2023-05-28,22546.0
CUST1663,Sneha Gupta,Delhi,27.0,130776.0,2023-03-01,33827.0
CUST1664,Rahul Verma,Mumbai,40.0,33525.0,2025-01-01,10580.0
CUST1665,Anjali Nair,,44.0,46251.0,2023-09-29,6888.0
CUST1666,Vikram Rao,Delhi,,70723.0,2024-12-21,42754.0
CUST1667,Amit Sharma,MUMBAI,,98049.0,2023-10-26,14287.0
CUST1668,Pooja Iyer,Delhi,29.0,126874.0,2023-09-11,11539.0
CUST1669,Anjali Nair,MUMBAI,30.0,52575.0,2023-04-10,1759.0
CUST1670,Anjali Nair,Chennai,-5.0,,2025-05-05,32129.0
CUST1671,Anjali Nair,Delhi,25.0,47260.0,2024-04-04,10680.0
CUST1672,Rahul Verma,Delhi,53.0,41796.0,2024-01-08,17709.0
CUST1673,Amit Sharma,Mumbai,64.0,103809.0,2023-11-19,1837.0
CUST1674,Rahul Verma,Delhi,18.0,41699.0,2024-07-22,6886.0
CUST1675,Sneha Gupta,delhi,24.0,123468.0,2023-04-10,39510.0
CUST1676,Rahul Verma,Delhi,37.0,105938.0,2023-01-09,49967.0
CUST1677,Vikram Rao,,40.0,21144.0,2023-03-03,37080.0
CUST1678,Sneha Gupta,Chennai,38.0,82160.0,2024-05-04,3740.0
CUST1679,Amit Sharma,delhi,48.0,90182.0,2023-05-23,14003.0
CUST1680,Sneha Gupta,Bangalore,25.0,66972.0,2023-01-27,
CUST1681,Karan Mehta,Delhi,62.0,83122.0,2024-04-27,14489.0
CUST1682,Anjali Nair,MUMBAI,20.0,143063.0,2024-09-27,23775.0
CUST1683,Rahul Verma,Mumbai,22.0,77166.0,2024-10-06,48425.0
CUST1684,Vikram Rao,Delhi,50.0,42794.0,2023-02-06,42996.0
CUST1685,Vikram Rao,Mumbai,44.0,143838.0,2023-11-20,28630.0
CUST1686,Pooja Iyer,Bangalore,47.0,130195.0,2024-02-05,41109.0
CUST1687,Vikram Rao,,61.0,,2024-07-05,49202.0
CUST1688,Anjali Nair,,51.0,36886.0,2025-01-20,34467.0
CUST1689,Priya Singh,Bangalore,21.0,143435.0,2024-10-15,28211.0
CUST1690,Anjali Nair,MUMBAI,55.0,17078.0,2024-05-01,21846.0
CUST1691,Pooja Iyer,MUMBAI,29.0,21820.0,2024-01-24,13450.0
CUST1692,Amit Sharma,Bangalore,32.0,138668.0,2024-07-13,1686.0
CUST1693,Anjali Nair,Mumbai,65.0,86177.0,2023-05-13,29220.0
CUST1694,Priya Singh,delhi,-5.0,46352.0,2024-10-09,48770.0
CUST1695,Priya Singh,delhi,64.0,,2025-02-21,19273.0
CUST1696,Pooja Iyer,,30.0,85779.0,2024-12-22,34543.0
CUST1697,Vikram Rao,MUMBAI,67.0,114814.0,2023-07-05,18007.0
CUST1698,Sneha Gupta,,19.0,126643.0,2023-10-11,572.0
CUST1699,Pooja Iyer,Bangalore,19.0,112691.0,2024-05-07,8338.0
CUST1700,Karan Mehta,Mumbai,50.0,100199.0,2025-04-24,37795.0
CUST1701,Vikram Rao,Delhi,30.0,101026.0,2024-04-10,37559.0
CUST1702,Vikram Rao,,45.0,118119.0,2024-04-17,39364.0
CUST1703,Pooja Iyer,Bangalore,37.0,,2023-09-09,35114.0
